up,down,TODAYDATE,LAST,TIM,CON,TIM,Boolinger%,MACD1HR-DIF,STOCH1HR-DIF,OICP,OIPP,CP,PP,HIST,MACDDIF,STOCH,MACD,1-STOCH,ocpt,oppt,1=MACD,NCRAT,NORAT,CPT,PPT,NCDIF-v,NODIF-v,LAST,DAY%,20ma,50ma
19,1,3-Oct-24,20033.5,1142,-0.2,1142,10.19,-0.03,-2.18,-27611,13448,-477,469,-0.08,-0.03,-76.69,0,31.57,2199390,918550,0.02,1.6,2.4,48423,31009,-0.04,-0.07,19.81,-0.61,-0.35,-0.05
33,-14,3-Oct-24,20019,1139,-0.18,1139,13.32,-0.02,0.63,25919,-12150,1714,-397,-0.08,-0.02,-82.73,0.03,33.75,2227001,905102,0.03,1.6,2.5,48900,30540,0.07,0.06,19.88,-0.25,-0.32,0.04
33,0,3-Oct-24,20018.75,1136,-0.17,1136,7.82,-0.03,-1.56,0,0,145,9,-0.08,-0.03,-78.21,0.05,33.12,2201082,917252,0.03,1.5,2.4,47186,30937,0.01,0,19.86,-0.35,-0.36,0.04
32,1,3-Oct-24,20019.75,1133,-0.15,1133,15.52,-0.04,-5.6,-158334,17160,-6455,2670,-0.07,-0.03,-68.69,0.08,34.68,2201082,917252,0.03,1.5,2.4,47041,30928,-0.37,-0.22,19.91,-0.1,-0.31,0.11
58,-25,3-Oct-24,19993.75,1130,-0.11,1130,35.8,-0.03,-0.93,-4890,106,2443,7,-0.05,-0.02,-61.06,0.11,40.28,2359416,900092,0.04,1.9,2.6,53496,28258,0.08,-0.01,20.09,0.8,-0.15,0.31
62,-4,3-Oct-24,19990.25,1127,-0.07,1127,39.1,0.01,2.18,2821,2579,81,185,-0.05,-0.02,-55.27,0.13,41.21,2364306,899986,0.04,1.8,2.6,51053,28251,-0.01,0,20.12,0.94,-0.11,0.37
42,13,3-Oct-24,20002.75,1124,-0.03,1124,29.35,0.03,-6.85,-78282,23346,-1635,817,-0.04,-0.03,-43.35,0.15,39.03,2361485,897407,0.04,1.8,2.6,50972,28066,-0.11,-0.16,20.05,0.6,-0.2,0.32
65,-11,3-Oct-24,19979.5,1121,-0.01,1121,57.18,0.05,0,-19078,10551,614,363,-0.02,-0.01,-19.99,0.18,45.88,2439767,874061,0.05,1.9,2.8,52607,27249,0,-0.06,20.27,1.68,0,0.57
64,-6,3-Oct-24,19974,1118,-0.02,1118,59.35,0.03,-1.24,-7336,4570,-151,220,-0.02,-0.01,-8.75,0.19,45.88,2458845,863510,0.05,1.9,2.8,51993,26886,-0.03,-0.02,20.27,1.68,0.02,0.6
62,-2,3-Oct-24,19971.75,1115,-0.01,1115,65.54,0.05,0.31,-73354,12223,-1268,399,-0.01,-0.01,11.46,0.2,47.12,2466181,858940,0.05,2,2.9,52144,26666,-0.07,-0.13,20.31,1.87,0.09,0.66
63,-15,3-Oct-24,19957.25,1112,-0.03,1112,66.49,0.01,-1.55,36782,-9232,4066,1508,0,-0.01,29.86,0.21,46.81,2539535,846717,0.05,2,3,53412,26267,0.04,0.08,20.3,1.82,0.1,0.68
60,3,3-Oct-24,19960,1109,0.01,1109,70.95,0.04,-4.36,-69808,25079,-1344,859,0.01,-0.01,42.1,0.22,48.36,2502753,855949,0.06,2,2.9,49346,24759,-0.13,-0.18,20.35,2.06,0.15,0.76
60,3,3-Oct-24,19959.75,1106,0.03,1106,81.84,0.06,-2.69,22228,8846,729,523,0.02,0.01,42.72,0.23,52.72,2572561,830870,0.07,2.1,3.1,50690,23900,-0.02,0,20.49,2.73,0.31,0.94
54,-9,3-Oct-24,19948.75,1103,0.02,1103,86.74,0.08,28.85,62402,-18352,1293,-621,0.02,0.02,21.96,0.22,55.41,2550333,822024,0.07,2.1,3.1,49961,23377,0.11,0.14,20.53,2.92,0.36,1.01
65,-11,3-Oct-24,19937.5,1100,-0.02,1100,84.74,0.01,12.84,157122,-60035,3349,-1894,0,0.02,-11.51,0.2,26.56,2487931,840376,0.03,2,3,48668,23998,0.28,0.37,20.44,2.5,0.33,0.95
-1,66,3-Oct-24,20003.75,1057,-0.03,1057,63.26,-0.01,3.38,56776,879,5153,-1384,-0.02,-0.01,-34.12,0.18,13.72,2330809,900411,0.01,1.8,2.6,45319,25892,0.28,0.06,20.06,0.65,0.01,0.6
-18,85,3-Oct-24,20022,1054,0,1054,57.39,-0.02,-6.08,-172420,13157,-7122,1814,-0.01,-0.02,-20.44,0.19,10.34,2274033,899532,0,1.5,2.5,40166,27276,-0.39,-0.23,19.96,0.15,-0.08,0.53
29,56,3-Oct-24,19993.25,1051,0.05,1051,69.38,0,6.42,86419,14521,5798,-865,0,0,0.95,0.21,16.42,2446453,886375,0.02,1.9,2.8,47288,25462,0.28,0.05,20.14,1.04,0.16,0.73
20,65,3-Oct-24,20002,1048,0.09,1048,56.69,0.01,-16.9,-124123,4888,-6280,1814,0.01,-0.03,9.63,0.21,10,2360034,871854,0,1.6,2.7,41490,26327,-0.37,-0.16,19.95,0.1,0.04,0.67
75,10,3-Oct-24,19947,1045,0.13,1045,89.97,0.06,6.28,44726,19470,1015,1541,0.04,0.03,24.4,0.24,26.9,2484157,866966,0.04,1.9,2.9,47770,24513,-0.09,-0.01,20.45,2.54,0.59,1.08
61,23,3-Oct-24,19960.75,1042,0.1,1042,77.52,0.03,5.15,83582,-20677,1625,-651,0.02,0.01,5.23,0.21,20.62,2439431,847496,0.02,2,2.9,46755,22972,0.13,0.17,20.21,1.39,0.43,0.87
42,43,3-Oct-24,19980.5,1039,0.11,1039,68.48,0.06,8.92,149052,-13387,6962,-1720,0.01,0,3.38,0.2,15.47,2355849,868173,0.01,1.9,2.7,45130,23623,0.4,0.21,20.06,0.65,0.31,0.75
5,80,3-Oct-24,20017.25,1036,0.07,1036,49.73,0.03,-11.33,-195712,27796,-7681,2185,0.02,-0.02,18.82,0.2,6.55,2206797,881560,-0.01,1.5,2.5,38168,25343,-0.47,-0.31,19.8,-0.66,0.07,0.5
42,43,3-Oct-24,19980.25,1033,0.05,1033,75.21,0.06,-3.87,12596,4895,2570,1066,0.04,0.01,47.99,0.22,17.88,2402509,853764,0.02,2,2.8,45849,23158,0.02,-0.01,20.13,0.99,0.38,0.85
59,16,3-Oct-24,19963.25,1030,-0.01,1030,79.64,0.06,-0.71,-34208,10052,2732,416,0.04,0.02,53,0.21,21.75,2389913,848869,0.02,2,2.8,43279,22092,0.09,-0.07,20.17,1.19,0.43,0.91
57,18,3-Oct-24,19965.25,1027,-0.08,1027,82.71,0.04,-2.1,9073,23252,493,633,0.03,0.03,45.31,0.19,22.46,2424121,838817,0.02,1.9,2.9,40547,21676,-0.03,-0.07,20.19,1.29,0.45,0.95
44,27,3-Oct-24,19973.75,1024,-0.13,1024,89.41,0.04,13.15,216000,-22306,3714,848,0.01,0.04,23.55,0.16,24.56,2415048,815565,0.02,1.9,3,40054,21043,0.1,0.34,20.25,1.58,0.53,1.04
-2,72,3-Oct-24,20019.25,1021,-0.18,1021,61.74,0,6.14,104115,-48015,2004,-769,-0.03,0.01,-10.24,0.12,11.41,2199048,837871,-0.01,1.8,2.6,36340,20195,0.16,0.26,19.78,-0.76,0.09,0.59
-35,108,3-Oct-24,20054.5,1018,-0.18,1018,52.96,-0.02,-7.22,-142922,83545,2617,4857,-0.05,0,-31.41,0.11,5.27,2094933,885886,-0.02,1.6,2.4,34336,20964,-0.33,-0.43,19.61,-1.63,-0.09,0.44
29,65,3-Oct-24,20026,1015,-0.16,1015,66.73,-0.01,23.47,338853,-122920,10488,-983,-0.05,0.02,-51.99,0.11,12.49,2237855,802341,-0.01,2,2.8,31719,16107,0.73,0.74,19.81,-0.61,0.11,0.65
-44,135,3-Oct-24,20098.25,1012,-0.15,1012,32.25,-0.03,-2.16,-2900,-2685,1833,1596,-0.09,-0.04,-86.18,0.09,-10.98,1899002,925261,-0.05,1.2,2.1,21231,17090,-0.01,0,19.16,-4.02,-0.55,0.02
-2,137,3-Oct-24,20100,1009,-0.08,1009,36.77,-0.02,-0.73,-35012,-20728,10195,9777,-0.07,-0.04,-78.68,0.13,-8.82,1901902,927946,-0.04,1.3,2,19398,15494,-0.36,0.01,19.22,-3.69,-0.48,0.09
1,136,3-Oct-24,20099.5,1006,-0.01,1006,39.25,-0.02,-2.16,-22579,4876,195,30,-0.05,-0.05,-66.39,0.17,-8.09,1936914,948674,-0.04,1.6,2,9203,5717,0.03,-0.04,19.24,-3.59,-0.44,0.12
31,106,3-Oct-24,20069.25,1003,0.13,1003,43.64,-0.03,4.03,-67729,66932,839,468,-0.01,-0.05,-38.89,0.22,-5.93,1959493,943798,-0.04,1.6,2.1,9008,5687,0.01,-0.23,19.3,-3.26,-0.36,0.19
74,61,3-Oct-24,20026,1000,0.26,1000,68.09,0.04,-1.8,-87108,-9340,1157,-42,0.04,-0.02,7.85,0.27,-9.96,2027222,876866,-0.02,1.6,2.3,8169,5219,0.24,-0.08,19.77,-0.81,0.13,0.67
58,69,3-Oct-24,20042.25,957,0.28,957,72.56,0.04,-6.85,-117177,8840,1050,533,0.07,-0.01,41.18,0.29,-8.16,2114330,886206,-0.02,1.3,2.4,7012,5261,0.07,-0.15,19.82,-0.55,0.25,0.74
97,-16,3-Oct-24,20003.25,954,0.3,954,84.28,0.05,-4.35,-101870,23967,395,964,0.1,0.01,70.03,0.3,-1.31,2231507,877366,-0.01,1.3,2.5,5962,4728,-0.22,-0.19,20.01,0.4,0.51,0.95
110,-13,3-Oct-24,19990,951,0.3,951,92.98,0.06,0.53,-37176,29695,552,289,0.11,0.02,76.66,0.29,3.04,2333377,853399,0,1.5,2.7,5567,3764,0.04,-0.15,20.1,0.85,0.68,1.06
118,-8,3-Oct-24,19982.5,948,0.29,948,97.78,0.06,5.16,255617,2125,1109,1894,0.12,0.03,69.36,0.27,2.51,2370553,823704,0,1.4,2.9,5015,3475,-1.03,0.31,20.07,0.7,0.74,1.05
105,13,3-Oct-24,19995.5,945,0.27,945,96.03,0.05,1.11,-115856,-9197,297,27,0.12,0.03,64.61,0.24,-2.65,2114936,821579,-0.02,2.5,2.6,3906,1581,0.15,-0.12,19.9,-0.15,0.66,0.9
120,-2,3-Oct-24,19980.25,942,0.23,942,101.77,0.04,0,3361,-2353,853,239,0.12,0.03,66.91,0.21,-3.76,2230792,830776,-0.02,2.3,2.7,3609,1554,0.22,0.02,19.87,-0.3,0.7,0.88
130,-11,3-Oct-24,19969.75,940,0.21,940,112.04,0.05,-2.22,-7578,513,1444,571,0.11,0.09,64.2,0.18,-3.76,2227431,833129,-0.02,2.1,2.7,2756,1315,0.34,-0.01,19.87,-0.3,0.77,0.89
132,-32,3-Oct-24,19937.5,933,0.12,933,154.6,0.06,31.39,1292994,168917,1222,604,0.08,0.08,83.88,0.09,-1.54,2235009,832616,-0.01,1.8,2.7,1312,744,3.36,1.26,19.93,100,0.96,0.98
135,-30,3-Oct-24,19907.25,930,0.04,930,96.97,0,-0.68,-906793,-364505,-77016,-83910,0.02,0,78.67,0.01,-32.93,942015,663699,-0.06,-1.6,1.4,90,140,-0.46,-0.38,19.93,100,0.11,0.07
30,105,2-Oct-24,20012.5,1557,0.04,1557,110.84,0.01,1.36,-50550,138519,1887,938,0.02,0.01,72.25,0.01,-32.25,1848808,1028204,-0.06,-1.1,1.8,77106,84050,0.01,-0.33,19.02,-3.31,0.14,0.09
-25,130,2-Oct-24,20037.5,1554,0.04,1554,105.36,0.01,1.36,-967,3771,94,742,0.02,0.01,50.7,0,-33.61,1899358,889685,-0.06,-1.1,2.1,75219,83112,0,-0.02,18.98,-3.53,0.11,0.04
-3,133,2-Oct-24,20040,1551,0.03,1551,86.27,0.01,1.69,20662,-22012,750,-2600,0.01,0.01,19.84,-0.01,-34.97,1900325,885914,-0.06,-1.1,2.1,75125,82370,0,0.08,18.94,-3.75,0.08,0
-10,143,2-Oct-24,20049.75,1548,0.02,1548,63.59,0.01,3.06,-13188,4238,-252,17130,0.01,0.01,-13.53,-0.02,-36.66,1879663,907926,-0.06,-1.1,2.1,74375,84970,-2.24,-0.02,18.89,-4.02,0.04,-0.05
6,137,2-Oct-24,20043.75,1545,0.01,1545,19.22,0,-3.06,-12587,5457,-111,323,0,-0.01,-34.24,-0.03,-39.72,1892851,903688,-0.07,1.1,2.1,74627,67840,-0.01,-0.03,18.8,-4.52,-0.04,-0.15
15,127,2-Oct-24,20034.5,1542,0.02,1542,59.13,0.01,1.36,19593,-12383,372,-1144,0.01,0.01,-9.25,-0.02,-36.66,1905438,898231,-0.06,1.1,2.1,74738,67517,0.03,0.05,18.89,-4.02,0.04,-0.06
13,130,2-Oct-24,20037,1539,0.01,1539,38.79,0,0,1976,0,413,0,0,0,-0.92,-0.03,-38.02,1885845,910614,-0.07,1.1,2.1,74366,68661,0,0,18.85,-4.24,0,-0.11
4,139,2-Oct-24,20045.75,1536,0,1536,37.07,0,-2.37,-21496,16369,-711,1472,0,0,25.53,-0.03,-38.02,1883869,910614,-0.07,1.1,2.1,73953,68661,-0.03,-0.06,18.85,-4.24,0,-0.12
15,128,2-Oct-24,20035.25,1533,0,1533,57.51,0.01,1.69,4097,-2662,294,238,0.01,0,46.71,-0.03,-35.65,1905365,894245,-0.06,1.1,2.1,74664,67189,0,0.01,18.92,-3.86,0.06,-0.05
4,34,2-Oct-24,20046,1530,-0.01,1530,40.41,0,0,0,0,9,2592,0,0.01,38.96,-0.03,-37.34,1901268,896907,-0.07,1.1,2.1,74370,66951,-0.05,0,18.87,-4.13,0.01,-0.1
9,6,2-Oct-24,20040.75,1527,-0.03,1527,38.36,-0.03,1.02,16187,-23591,1108,-1525,0,0,26.13,-0.04,-37.34,1901268,896907,-0.07,1.2,2.1,74361,64359,0.05,0.07,18.87,-4.13,0.01,-0.11
6,9,2-Oct-24,20043.75,1524,-0.03,1524,29.12,-0.03,1.36,1316,4575,1443,1349,-0.01,0,5.96,-0.04,-38.36,1885081,920498,-0.07,1.1,2,73253,65884,0,-0.01,18.84,-4.3,-0.03,-0.14
5,11,2-Oct-24,20045.25,1521,-0.04,1521,16.82,-0.03,-2.04,0,0,0,0,-0.01,0,-13.94,-0.04,-39.72,1883765,915923,-0.07,1.1,2.1,71810,64535,0,0,18.8,-4.52,-0.08,-0.18
16,-4,2-Oct-24,20030.25,1518,-0.03,1518,29.3,-0.03,1.02,3378,0,40,8,-0.01,0,-26.41,-0.04,-37.68,1883765,915923,-0.07,1.1,2.1,71810,64535,0,0.01,18.86,-4.19,-0.04,-0.13
12,4,2-Oct-24,20034.25,1515,-0.04,1515,20.45,-0.03,1.7,-2117,-9884,-28,-836,-0.02,0,-57.13,-0.04,-38.7,1880387,915923,-0.07,1.1,2.1,71770,64527,0.01,0.02,18.83,-4.35,-0.08,-0.16
16,0,2-Oct-24,20030.5,1512,-0.05,1512,4.35,-0.03,-0.68,-2705,866,-38,146,-0.02,-0.01,-74.38,-0.04,-40.4,1882504,925807,-0.07,1.1,2,71798,65363,0,-0.01,18.78,-4.63,-0.15,-0.21
13,3,2-Oct-24,20032.75,1509,-0.04,1509,4.2,-0.04,0,-3801,3119,316,1495,-0.02,0,-76.55,-0.03,-39.72,1885209,924941,-0.07,1.1,2,71836,65217,-0.02,-0.01,18.8,-4.52,-0.15,-0.19
15,1,2-Oct-24,20031.5,1506,-0.04,1506,9.79,-0.04,-2.72,-31016,9589,116,1458,-0.01,-0.01,-76.03,-0.03,-39.72,1889010,921822,-0.07,1.1,2,71520,63722,-0.03,-0.05,18.8,-4.52,-0.17,-0.19
22,-6,2-Oct-24,20024.25,1503,-0.02,1503,34.28,-0.04,0.72,906,-4027,74,-132,-0.01,-0.01,-65.4,-0.02,-37,1920026,912233,-0.07,1.1,2.1,71404,62264,0.01,0.01,18.88,-4.08,-0.1,-0.11
21,0,2-Oct-24,20024,1500,-0.01,1500,46.49,-0.01,0.28,0,-2873,3,-600,0,0,-57.34,-0.01,-37.72,1919120,916260,-0.04,1.1,2.1,71330,62396,0.01,0,18.92,-3.86,-0.06,-0.07
21,1,2-Oct-24,20024.75,1457,-0.01,1457,45.69,-0.01,-1.93,-9778,9588,-231,904,0,-0.01,-59.4,-0.01,-38,1919120,919133,-0.04,1.1,2.1,71327,62996,-0.02,-0.03,18.91,-3.91,-0.07,-0.08
26,-5,2-Oct-24,20019.5,1454,0.02,1454,62.29,-0.01,1.93,22135,-8223,1496,-872,0,0.01,-61.27,0,-36.07,1928898,909545,-0.04,1.2,2.1,71558,62092,0.04,0.04,18.98,-3.53,0,0
7,8,2-Oct-24,20027.75,1451,0.02,1451,46.28,0,-0.55,-12357,9842,326,1093,0,-0.01,-71.23,-0.01,-38,1906763,917768,-0.04,1.1,2.1,70062,62964,-0.02,-0.03,18.91,-3.91,-0.07,-0.07
8,7,2-Oct-24,20026.25,1448,0.04,1448,49.88,0,0,9335,0,333,0,0,-0.01,-61.73,0,-37.45,1919120,907926,-0.04,1.1,2.1,69736,61871,0.01,0.01,18.93,-3.8,-0.03,-0.05
2,12,2-Oct-24,20031,1445,0.06,1445,47.94,0,-1.93,300635,77310,23657,9688,0.01,0,-49.15,0.01,-37.45,1909785,907926,-0.04,1.1,2.1,69403,61871,2.22,0.16,18.93,-3.8,-0.02,-0.05
7,7,2-Oct-24,20026,1442,0.06,1442,58.49,0.01,-2.2,-291320,-197053,-26624,-8646,0.02,0,-32.19,0.01,-35.52,1609150,830616,-0.03,-1.1,1.9,45746,52183,-2.33,0.09,19,-3.42,0.06,0.02
16,-4,2-Oct-24,20015.25,1439,0.06,1439,68.9,0.01,1.65,26021,-13011,978,-1054,0.02,0.01,-11.92,0.01,-33.32,1900470,1027669,-0.03,1.2,1.8,72370,60829,0.04,0.05,19.08,-2.99,0.16,0.11
8,8,2-Oct-24,20023.25,1436,0.06,1436,59.39,0.02,-0.27,-31003,8707,-1150,330,0.02,0,0.19,0,-34.97,1874449,1040680,-0.03,1.2,1.8,71392,61883,-0.03,-0.05,19.02,-3.31,0.11,0.05
9,7,2-Oct-24,20022.25,1433,0.04,1433,58.92,0.02,-2.75,-98,1430,-53,149,0.02,0,25.39,0,-34.7,1905452,1031973,-0.03,1.2,1.8,72542,61553,0,0,19.03,-3.26,0.13,0.07
14,2,2-Oct-24,20017,1430,0.03,1430,74.25,0.02,3.3,22297,-18656,811,-1327,0.02,0.02,57.74,0,-31.95,1905550,1030543,-0.03,1.2,1.8,72595,61404,0.04,0.06,19.13,-2.72,0.23,0.17
-2,17,2-Oct-24,20032.5,1427,-0.01,1427,56.77,-0.02,1.1,-38889,130066,2011,-102,0.01,0.01,81.67,-0.02,-35.25,1883253,1049199,-0.03,1.1,1.8,71784,62731,0.03,-0.3,19.01,-3.37,0.11,0.06
-9,26,2-Oct-24,20041,1424,-0.04,1424,49.28,-0.03,0.27,-12849,-295,-24,550,0,0.01,70.98,-0.03,-36.35,1922142,919133,-0.04,1.1,2.1,69773,62833,-0.01,-0.01,18.97,-3.58,0.05,0.02
1,25,2-Oct-24,20040,1421,-0.07,1421,46.57,-0.04,1.93,32696,-24725,4619,-1518,-0.01,0.01,50.36,-0.04,-36.62,1934991,919428,-0.04,1.1,2.1,69797,62283,0.1,0.09,18.96,-3.64,0.02,0.01
-5,31,2-Oct-24,20046,1418,-0.1,1418,34.74,-0.04,-0.28,0,-2984,12,-229,-0.02,0,20.76,-0.05,-38.55,1902295,944153,-0.04,1,2,65178,63801,0,0,18.89,-4.02,-0.05,-0.06
-1,31,2-Oct-24,20046.5,1415,-0.11,1415,34.54,-0.05,-0.27,906,0,54,0,-0.03,0,-11.19,-0.05,-38.27,1902295,947137,-0.04,1,2,65166,64030,0,0,18.9,-3.97,-0.06,-0.04
-2,33,2-Oct-24,20048.5,1412,-0.12,1412,34.37,-0.06,5.22,33211,-13575,1267,-1128,-0.04,0.01,-50.3,-0.05,-38,1901389,947137,-0.04,1,2,65112,64030,2.02,0.07,18.91,-3.91,-0.07,-0.03
-1,33,2-Oct-24,20049.75,1409,-0.12,1409,3.98,-0.07,-0.27,-1657,-2689,-110,-139,-0.05,-0.02,-83.84,-0.06,-43.22,1868178,960712,-0.05,-1,1.9,63845,65158,-0.02,0,18.72,-4.97,-0.26,-0.22
4,29,2-Oct-24,20045.5,1406,-0.09,1406,-2.05,-0.05,-0.83,-12002,10913,-505,1006,-0.05,-0.01,-83.6,-0.04,-42.95,1869835,963401,-0.05,-1,1.9,63955,65297,-2.02,-0.04,18.73,-4.91,-0.28,-0.21
-3,36,2-Oct-24,20053,1403,-0.09,1403,-7.07,-0.07,-8.95,-59978,28005,-1779,2411,-0.05,-0.02,-82.6,-0.03,-42.12,1881837,952488,-0.05,1,2,64460,64291,-0.07,-0.12,18.76,-4.74,-0.28,-0.18
6,15,2-Oct-24,20047,1400,-0.06,1400,-12.02,-0.02,-1.89,-30979,12172,-1092,544,-0.04,-0.02,-76.75,-0.01,-33.17,1941815,924483,-0.01,1.1,2.1,66239,61880,-0.03,-0.06,18.8,-4.52,-0.26,-0.15
11,2,2-Oct-24,20042.25,1357,-0.05,1357,-8.54,-0.01,-1.88,-26882,9936,-841,924,-0.03,-0.02,-62.06,0.01,-31.28,1972794,912311,-0.01,1.1,2.2,67331,61336,-0.03,-0.06,18.88,-4.08,-0.21,-0.06
15,-2,2-Oct-24,20038.5,1354,-0.04,1354,7.86,-0.01,-0.94,303973,85200,24526,9997,-0.02,-0.02,-34.96,0.03,-29.4,1999676,902375,0,1.1,2.2,68172,60412,2.33,0.14,18.96,-3.64,-0.14,0.02
23,-8,2-Oct-24,20030.25,1351,-0.02,1351,19.81,-0.01,-2.59,-268788,-211486,-26651,-9629,-0.01,-0.01,-1.34,0.05,-28.46,1695703,817175,0,-1.2,2.1,43646,50415,-2.33,0.17,19,-3.42,-0.12,0.06
34,-11,2-Oct-24,20019,1348,-0.02,1348,51.66,0,-3.06,-53516,23648,-1886,1484,0,-0.01,35.86,0.06,-25.87,1964491,1028661,0.01,1.2,1.9,70297,60044,-0.06,-0.1,19.11,-2.83,-0.02,0.17
56,-22,2-Oct-24,19997.25,1345,-0.01,1345,85.85,0.01,-0.47,-37156,4267,-1397,213,0.01,0.01,51.29,0.07,-22.81,2018007,1005013,0.02,1.2,2,72183,58560,-0.03,-0.04,19.24,-2.13,0.11,0.31
56,0,2-Oct-24,19997,1342,-0.02,1342,93.13,0.01,5.65,97760,-34427,3724,-1951,0,0.01,37.65,0.06,-22.34,2055163,1000746,0.02,1.3,2.1,73580,58347,0.1,0.16,19.26,-2.02,0.14,0.34
46,10,2-Oct-24,20006.75,1339,-0.03,1339,42.35,-0.01,-4.47,-118038,64102,-3951,4531,-0.01,-0.01,13.36,0.05,-27.99,1957403,1035173,0,1.2,1.9,69856,60298,-0.16,-0.25,19.02,-3.31,-0.09,0.11
75,-19,2-Oct-24,19978.25,1336,-0.01,1336,84.66,0.01,2.82,64588,-36926,2823,-2280,0,0.01,24.32,0.06,-23.52,2075441,971071,0.02,1.3,2.1,73807,55767,0.1,0.15,19.21,-2.29,0.1,0.3
52,17,2-Oct-24,19995.25,1333,-0.01,1333,63.15,0,3.3,3278,108067,3580,-1244,-0.01,-0.01,-16.5,0.05,-26.34,2010853,1007997,0.01,1.2,2,70984,58047,0.08,-0.24,19.09,-2.93,0,0.19
26,38,2-Oct-24,20016,1330,0.01,1330,36.24,-0.01,-4.24,16146,-116882,-2824,1155,-0.01,-0.01,-36.04,0.06,-29.64,2007575,899930,0,1.1,2.2,67404,59291,-0.07,0.27,18.95,-3.69,-0.13,0.06
46,14,2-Oct-24,19992.5,1327,0.03,1327,72.73,-0.03,0.24,5517,107,175,9,0.01,0,-5.18,0.07,-25.4,1991429,1016812,0.01,1.2,2,70228,58136,0,0.01,19.13,-2.72,0.05,0.24
35,17,2-Oct-24,19995.25,1324,0.05,1324,72.93,-0.02,0.47,21512,-7075,772,-642,0.01,-0.01,-0.33,0.07,-25.64,1985912,1016705,0.01,1.2,2,70053,58127,0.03,0.03,19.12,-2.77,0.06,0.23
17,24,2-Oct-24,20002,1321,0.07,1321,71.96,-0.02,-0.71,-19064,11061,936,892,0.02,0,17.85,0.08,-26.11,1964400,1023780,0.01,1.2,1.9,69281,58769,0,-0.04,19.1,-2.88,0.06,0.21
25,13,2-Oct-24,19990.75,1318,0.08,1318,79.21,-0.02,0,-24024,11902,-769,968,0.03,0,49.84,0.08,-25.4,1983464,1012719,0.01,1.2,2,68345,57877,-0.03,-0.05,19.13,-2.72,0.11,0.25
20,18,2-Oct-24,19995.75,1315,0.09,1315,82.41,-0.01,-1.41,-44698,15182,86,1116,0.03,0,69.24,0.08,-25.4,2007488,1000817,0.01,1.2,2,69114,56909,-0.03,-0.07,19.13,-2.72,0.13,0.26
41,-3,2-Oct-24,19975.25,1312,0.09,1312,96.99,-0.01,0.94,71345,-28408,2667,-1626,0.04,0.01,81.07,0.08,-23.99,2052186,985635,0.01,1.2,2.1,69028,55793,0.08,0.13,19.19,-2.4,0.21,0.32
21,20,2-Oct-24,19994.75,1309,0.09,1309,97.05,-0.01,0.47,7379,-9628,237,-960,0.04,0.01,75.03,0.07,-24.93,1980841,1014043,0.01,1.2,2,66361,57419,0.03,0.02,19.15,-2.61,0.2,0.29
20,21,2-Oct-24,19996.5,1306,0.08,1306,100.85,-0.01,0.47,33305,-1848,1159,563,0.04,0.01,74.68,0.06,-25.4,1973462,1023671,0.01,1.1,1.9,66124,58379,0.01,0.04,19.13,-2.72,0.21,0.27
16,25,2-Oct-24,20000,1303,0.07,1303,105.9,-0.01,-5.61,-34262,10138,-1086,425,0.04,0.01,74.66,0.05,-25.87,1940157,1025519,0.01,1.1,1.9,64965,57816,-0.03,-0.05,19.11,-2.83,0.21,0.25
23,4,2-Oct-24,19979.5,1300,0.07,1300,126.94,0.02,3.92,26323,97396,3396,-2509,0.03,0.02,73.64,0.04,-20.26,1974419,1015381,0.04,1.2,1.9,66051,57391,0.1,-0.18,19.14,-2.66,0.26,0.28
-9,36,2-Oct-24,20011.25,1257,0.06,1257,93.5,0.02,0.22,-8826,0,-141,0,0.02,0.01,55.53,0.02,-24.18,1948096,917985,0.03,1,2.1,62655,59900,0,-0.01,18.96,-3.64,0.1,0.1
-5,41,2-Oct-24,20015.75,1254,0.04,1254,93.49,0.02,-0.22,29557,-2902,1126,-152,0.02,0.01,51.98,0.01,-24.4,1956922,917985,0.03,1,2.1,62796,59900,0.02,0.04,18.95,-3.69,0.1,0.09
-4,44,2-Oct-24,20019.5,1251,0.02,1251,103.88,0.01,1.74,5614,-1550,1878,-476,0.02,0.01,46.12,0,-24.18,1927365,920887,0.03,1,2.1,61670,60052,2.03,0.01,18.96,-3.64,0.12,0.09
-8,53,2-Oct-24,20027.75,1248,0.01,1248,74.1,0,0.22,0,-3986,32,-244,0.01,0,37.48,-0.01,-25.92,1921751,922437,0.02,-1,2.1,59792,60528,-0.01,0.01,18.88,-4.08,0.05,0
-12,64,2-Oct-24,20039.25,1245,0.02,1245,71.04,0,0.44,28931,-10260,959,-509,0.01,0.01,36.48,-0.01,-26.14,1921751,926423,0.02,-1,2.1,59760,60772,-0.02,0.05,18.87,-4.13,0.04,-0.02
-3,63,2-Oct-24,20042.25,1242,0.02,1242,63.05,0,0.43,-2955,0,-160,0,0.01,0,29.54,-0.02,-26.58,1892820,936683,0.02,-1,2,58801,61281,-0.04,0,18.85,-4.24,0.03,-0.05
-10,72,2-Oct-24,20051.75,1239,0.02,1239,54.1,0,-1.3,-28599,17120,-848,1370,0.01,0,20.96,-0.02,-27.01,1895775,936683,0.02,-1,2,58961,61281,-0.04,-0.07,18.83,-4.35,0.01,-0.08
