up,down,TODAYDATE,LAST,TIM,CON,TIM,Boolinger%,MACD1HR-DIF,STOCH1HR-DIF,OICP,OIPP,CP,PP,HIST,MACDDIF,STOCH,MACD,1-STOCH,ocpt,oppt,1=MACD,NCRAT,NORAT,CPT,PPT,NCDIF-v,NODIF-v,LAST,DAY%,20ma,50ma
106,-4,1-Oct-24,19893.75,1333,0.02,1333,33.77,-0.03,-7.5,881,-152,-433,205,-0.03,-0.05,-28.69,0.24,37.07,9212,1660,0.34,1.8,5.5,4709,2688,-0.32,0.95,19.69,13.56,-0.38,0.21
126,-40,1-Oct-24,19854,1330,0.11,1330,69.17,0.02,0.14,-9,35,-9,108,0.02,-0.02,19.88,0.29,44.57,8331,1812,0.37,2.1,4.6,5142,2483,-0.1,-0.09,20.25,15.95,0.16,0.77
84,0,1-Oct-24,19854,1327,0.15,1327,70.44,0.03,-0.8,-137,-7,-89,-41,0.04,-0.01,41.71,0.31,44.43,8340,1777,0.37,2.2,4.7,5151,2375,0,-0.06,20.24,15.91,0.15,0.78
75,4,1-Oct-24,19858,1324,0.15,1324,75.42,0.05,-1.21,152,122,93,92,0.06,0,58.45,0.32,45.23,8477,1784,0.38,2.2,4.8,5240,2416,-0.04,-0.26,20.3,16.16,0.24,0.85
71,9,1-Oct-24,19862.5,1321,0.13,1321,82.1,0.03,-0.4,4220,-75,1393,-4,0.08,0.01,67.43,0.32,46.44,8325,1662,0.38,2.2,5,5147,2324,0.6,2.65,20.39,16.53,0.39,0.96
74,5,1-Oct-24,19859,1318,0.13,1318,86.34,0.02,2.94,-561,-20,-582,-42,0.09,0.02,67.26,0.31,46.84,4105,1737,0.39,1.6,2.4,3754,2328,-0.22,-0.3,20.42,16.65,0.49,1.01
31,17,1-Oct-24,19871,1315,0.15,1315,79.93,-0.01,-2.41,-3810,16,-837,63,0.09,0.01,61.53,0.29,43.9,4666,1757,0.37,1.8,2.7,4336,2370,-0.41,-2.21,20.2,15.74,0.37,0.81
29,19,1-Oct-24,19872.5,1312,0.22,1312,91.34,0.02,1.34,134,-88,81,-28,0.1,0.03,59.34,0.28,46.31,8476,1741,0.38,2.2,4.9,5173,2307,0.06,0.31,20.38,16.49,0.63,1.01
12,36,1-Oct-24,19889.75,1309,0.25,1309,91.07,0.04,0.81,-12,-20,61,-77,0.1,0.03,39.26,0.25,44.97,8342,1829,0.38,2.2,4.6,5092,2335,0.09,0.04,20.28,16.07,0.63,0.94
10,30,1-Oct-24,19883.75,1306,0.26,1306,93.52,0.04,4.95,-1075,187,436,-13,0.09,0.04,13.07,0.22,44.16,8354,1849,0.37,2.1,4.5,5031,2412,0.2,-1.15,20.22,15.83,0.67,0.89
-19,54,1-Oct-24,19908.25,1303,0.26,1303,81.12,0.04,6.45,767,-145,431,-137,0.07,0.02,-13.55,0.18,39.21,9429,1662,0.35,1.9,5.7,4595,2425,0.26,0.88,19.85,14.26,0.39,0.52
-25,79,1-Oct-24,19932.75,1300,0.26,1300,69.89,0.03,1.54,-454,66,-193,150,0.07,-0.01,-12.91,0.16,32.76,8662,1807,0.34,1.6,4.8,4164,2562,-0.18,-0.45,19.57,13.03,0.19,0.23
29,46,1-Oct-24,19904.25,1257,0.29,1257,65.75,0.03,-3.64,94,25,61,20,0.09,-0.02,11.99,0.17,31.22,9116,1741,0.33,1.8,5.2,4357,2412,0.01,-0.02,19.46,12.54,0.13,0.12
-1,75,1-Oct-24,19934,1254,0.33,1254,81.06,0.05,-4.07,1002,-95,-225,124,0.13,0.01,50.35,0.19,34.86,9022,1716,0.35,1.8,5.3,4296,2392,-0.19,0.83,19.72,13.69,0.44,0.37
32,43,1-Oct-24,19902,1251,0.34,1251,100.55,0.07,-3.08,-419,15,-253,89,0.16,0.04,75.61,0.18,38.93,8020,1811,0.37,2,4.4,4521,2268,-0.2,-0.27,20.01,14.94,0.82,0.66
59,4,1-Oct-24,19875,1248,0.32,1248,123.94,0.09,6.03,-962,168,799,-216,0.15,0.08,83.69,0.14,42.01,8439,1796,0.38,2.2,4.7,4774,2179,0.53,-1.07,20.23,15.87,1.13,0.88
46,16,1-Oct-24,19888.25,1245,0.24,1245,118.63,0.07,4.2,3981,-101,941,-53,0.12,0.06,74.49,0.06,35.98,9401,1628,0.36,1.7,5.8,3975,2395,0.42,2.64,19.8,14.04,0.82,0.45
20,39,1-Oct-24,19914.25,1242,0.18,1242,110.19,0.05,1.54,-3177,-23,-552,-135,0.09,0.04,55.3,0,31.78,5420,1729,0.34,1.2,3.1,3034,2448,-0.15,-1.78,19.5,12.72,0.57,0.14
21,38,1-Oct-24,19913.25,1239,0.15,1239,111.68,0.06,5.04,4062,-74,969,-34,0.07,0.04,36.74,-0.04,30.24,8597,1752,0.33,1.4,4.9,3586,2583,,2.43,19.39,12.22,0.49,0.01
-14,73,1-Oct-24,19947.75,1236,0.08,1236,69.84,0.03,-0.56,-3837,-15,-738,-85,0.04,0.02,26.98,-0.08,25.2,4535,1826,0.31,,2.5,2617,2617,,-2.07,19.03,10.56,0.16,-0.36
26,47,1-Oct-24,19921.75,1233,0.04,1233,74.84,0.03,1.69,291,-71,-1439,12,0.03,0.02,48.14,-0.1,25.76,8372,1841,0.31,1.2,4.5,3355,2702,-0.54,0.32,19.07,10.75,0.21,-0.33
-6,79,1-Oct-24,19953.75,1230,-0.01,1230,55.28,-0.01,-0.14,-206,-32,-122,-2,0.02,0.02,43.98,-0.12,24.07,8081,1912,0.3,1.8,4.2,4794,2690,-0.05,-0.03,18.95,10.18,0.09,-0.45
5,74,1-Oct-24,19949,1227,-0.02,1227,54.28,-0.02,0.42,25,140,11,65,0.01,0.02,44.48,-0.14,24.21,8287,1944,0.3,1.8,4.3,4916,2692,-0.04,-0.32,18.96,10.23,0.09,-0.44
3,76,1-Oct-24,19951.25,1224,-0.04,1224,46.77,-0.02,2.38,216,-33,140,1,-0.01,0.02,17.43,-0.16,23.79,8262,1804,0.3,1.9,4.6,4905,2627,0.06,0.2,18.93,10.09,0.06,-0.48
-15,94,1-Oct-24,19968.75,1221,-0.07,1221,29.02,-0.03,0.14,-77,0,-43,0,-0.03,0,-14.87,-0.18,21.41,8046,1837,0.29,1.8,4.4,4765,2626,-0.02,-0.04,18.76,9.28,-0.1,-0.67
5,75,1-Oct-24,19963.5,1218,-0.09,1218,27.06,-0.03,-0.84,18,1,0,16,-0.04,0,-35.4,-0.18,21.27,8123,1837,0.29,1.8,4.4,4808,2626,-0.01,0.01,18.75,9.23,-0.13,-0.69
17,39,1-Oct-24,19952.25,1215,-0.1,1215,30.12,-0.04,4.48,262,-116,130,-129,-0.06,0.01,-54.08,-0.18,22.11,8105,1836,0.29,1.8,4.4,4808,2610,0.13,0.39,18.81,9.52,-0.1,-0.64
-22,78,1-Oct-24,19990.75,1212,-0.12,1212,8.86,-0.05,-2.66,-85,43,-19,53,-0.08,-0.03,-75.83,-0.19,17.63,7843,1952,0.27,1.7,4,4678,2739,-0.04,-0.13,18.49,7.95,-0.45,-0.95
23,47,1-Oct-24,19968.25,1209,-0.12,1209,16.2,-0.03,0.42,-38,1,-22,17,-0.07,-0.02,-53.97,-0.16,20.29,7928,1909,0.28,1.7,4.2,4697,2686,-0.02,-0.03,18.66,8.79,-0.31,-0.77
19,50,1-Oct-24,19971.75,1206,-0.14,1206,10.89,-0.04,-5.47,-778,131,1283,131,-0.06,-0.03,-32.95,-0.14,19.87,7966,1908,0.28,1.8,4.2,4719,2669,0.42,-0.74,18.65,8.74,-0.41,-0.79
59,-18,1-Oct-24,19931.5,1203,-0.15,1203,30.19,-0.02,-2.05,297,17,82,-2,-0.05,0.01,1.75,-0.11,25.34,8744,1777,0.31,1.4,4.9,3436,2538,0.03,0.12,19.04,10.61,-0.09,-0.39
67,-7,1-Oct-24,19924.25,1200,-0.21,1200,28.95,-0.01,1.43,-101,-103,-1654,8,-0.07,0,-7.5,-0.12,27.39,8447,1760,0.32,1.3,4.8,3354,2540,-0.66,0.21,19.05,10.66,-0.13,-0.34
53,13,1-Oct-24,19937.5,1157,-0.25,1157,21.43,-0.02,0,67,-17,53,101,-0.08,-0.01,-18.37,-0.12,25.96,8548,1863,0.32,2,4.6,5008,2532,-0.06,0.08,18.96,10.23,-0.29,-0.38
40,26,1-Oct-24,19950.5,1154,-0.3,1154,18.46,-0.04,-0.95,-188,54,1517,111,-0.09,-0.02,-25.69,-0.11,25.96,8481,1880,0.32,2,4.5,4955,2431,0.56,-0.24,18.96,10.23,-0.36,-0.33
40,27,1-Oct-24,19951.25,1151,-0.3,1151,19.17,-0.04,-1.12,-237,127,-41,105,-0.1,-0.01,-38.26,-0.09,26.91,8669,1826,0.32,1.5,4.7,3438,2320,-0.09,-0.49,19.02,10.52,-0.37,-0.22
52,15,1-Oct-24,19938.75,1148,-0.32,1148,21.57,-0.04,2.39,206,42,-1578,58,-0.12,-0.01,-60.05,-0.08,28.03,8906,1699,0.33,1.6,5.2,3479,2215,-0.77,-0.01,19.09,10.84,-0.37,-0.11
37,30,1-Oct-24,19953.75,1145,-0.32,1145,9.88,-0.06,0.64,80,-56,429,-32,-0.13,-0.03,-83.42,-0.07,25.64,8700,1657,0.32,2.3,5.3,5057,2157,0.23,0.22,18.94,10.14,-0.56,-0.21
14,34,1-Oct-24,19957.75,1142,-0.29,1142,4.37,-0.07,-2.23,-319,43,1513,61,-0.14,-0.04,-89.61,-0.04,25,8620,1713,0.31,2.1,5,4628,2189,0.65,-0.32,18.9,9.95,-0.64,-0.21
46,2,1-Oct-24,19925.75,1139,-0.24,1139,11.42,-0.06,-1.12,12,21,14,57,-0.13,-0.04,-84.58,0,27.23,8939,1670,0.32,1.5,5.4,3115,2128,-0.04,-0.06,19.04,10.61,-0.54,-0.03
39,-5,1-Oct-24,19919,1136,-0.19,1136,12.62,-0.05,-1.43,3883,36,311,87,-0.12,-0.05,-78.87,0.04,28.35,8927,1649,0.33,1.5,5.4,3101,2071,0.09,2.28,19.11,10.94,-0.51,0.08
64,-25,1-Oct-24,19894,1133,-0.13,1133,16.85,-0.03,-0.64,-3910,-4,-320,9,-0.11,-0.04,-73.03,0.09,29.78,5044,1613,0.33,1.4,3.1,2790,1984,-0.16,-2.41,19.2,11.35,-0.45,0.21
65,-1,1-Oct-24,19892.75,1130,-0.09,1130,18.28,-0.02,-6.06,-889,41,-357,153,-0.09,-0.06,-53.26,0.13,30.42,8954,1617,0.34,1.6,5.5,3110,1975,-0.33,-0.71,19.24,11.54,-0.43,0.3
106,-41,1-Oct-24,19851.75,1127,-0.05,1127,46.15,0.05,-0.32,210,-68,145,-31,-0.06,-0.02,-13.63,0.19,36.48,9843,1576,0.36,1.9,6.2,3467,1822,0.11,0.39,19.62,13.25,-0.04,0.72
116,-10,1-Oct-24,19842,1124,-0.06,1124,46.58,0.04,-1.43,-219,-8,-73,6,-0.05,-0.03,22.99,0.21,36.8,9633,1644,0.36,1.8,5.9,3322,1853,-0.05,-0.1,19.64,13.34,0.01,0.79
126,-10,1-Oct-24,19832,1121,-0.04,1121,59.26,0.05,-4.47,1327,-167,-211,90,-0.03,-0.01,54.88,0.24,38.23,9852,1652,0.37,1.8,6,3395,1847,-0.21,1.27,19.79,14,0.14,0.93
137,-11,1-Oct-24,19821.25,1118,-0.05,1118,74.05,0.07,1.28,-1568,178,143,101,-0.02,0,80.06,0.25,42.7,8525,1819,0.38,2.1,4.7,3606,1757,-0.04,-1.46,20.01,14.94,0.43,1.26
119,18,1-Oct-24,19838.75,1115,-0.09,1115,65.29,0.09,-0.96,63,154,41,88,-0.03,0.01,75.03,0.25,41.42,10093,1641,0.38,2.1,6.2,3463,1656,-0.09,-0.6,19.93,14.6,0.35,1.24
81,23,1-Oct-24,19844.5,1112,-0.16,1112,68.43,0.09,1.76,89,-123,29,-70,-0.05,0.01,68.24,0.24,42.38,10030,1487,0.38,2.2,6.7,3422,1568,0.11,0.58,19.99,14.86,0.32,1.35
56,42,1-Oct-24,19863.25,1109,-0.25,1109,57.38,0.08,3.34,287,-44,156,-35,-0.07,0.01,53.14,0.23,40.62,9941,1610,0.38,2.1,6.2,3393,1638,0.14,0.33,19.88,14.39,0.28,1.3
6,67,1-Oct-24,19888.25,1106,-0.35,1106,44.64,0.04,1.76,331,46,169,-4,-0.1,0,42.62,0.22,37.28,9654,1654,0.36,1.9,5.8,3237,1673,0.1,0.04,19.67,13.47,0.07,1.14
-14,85,1-Oct-24,19906.5,1103,-0.41,1103,39.6,0.01,8.16,314,-9,83,-60,-0.12,-0.02,32.05,0.22,35.52,9323,1608,0.36,1.8,5.8,3068,1677,0.11,0.23,19.56,12.99,-0.03,1.08
-20,105,1-Oct-24,19926,1100,-0.42,1100,33.62,-0.06,-3.18,-255,10,-72,50,-0.13,-0.03,21.66,0.24,27.36,9009,1617,0.31,1.7,5.6,2985,1737,-0.09,-0.19,19.44,12.45,-0.19,0.98
9,96,1-Oct-24,19917,1057,-0.39,1057,42.48,-0.02,0.4,-128,-65,-43,62,-0.14,-0.01,6.59,0.27,30.54,9264,1607,0.32,1.8,5.8,3057,1687,-0.1,0.14,19.57,13.03,-0.13,1.22
6,99,1-Oct-24,19920.5,1054,-0.42,1054,43.49,-0.02,3.37,183,69,138,1000,-0.16,-0.02,-19.96,0.28,30.14,9392,1672,0.32,1.9,5.6,3100,1625,-2.83,-0.12,19.58,13.07,-0.16,1.25
-4,109,1-Oct-24,19930.25,1051,-0.43,1051,34.49,-0.01,4.76,497,-8,185,3,-0.18,-0.04,-45.58,0.3,26.77,9209,1603,0.31,4.7,5.7,2962,625,0.28,0.33,19.41,12.31,-0.41,1.14
-19,111,1-Oct-24,19949.25,1048,-0.45,1048,21.14,-0.07,0.6,264,62,102,49,-0.19,-0.06,-54.59,0.34,22.01,8712,1611,0.29,4.5,5.4,2777,622,-0.21,-0.04,19.17,11.22,-0.68,0.95
1,104,1-Oct-24,19948,1045,-0.4,1045,20.05,-0.08,-1.19,-224,46,-27,38,-0.17,-0.08,-46.96,0.4,21.41,8448,1549,0.29,4.7,5.5,2675,573,-0.38,-0.32,19.14,11.08,-0.72,0.96
-7,93,1-Oct-24,19956.25,1042,-0.29,1042,26.61,-0.06,-7.15,-388,-157,-92,-30,-0.14,-0.09,-26.48,0.48,22.6,8672,1503,0.3,5.1,5.8,2702,535,0.1,0.31,19.2,11.35,-0.67,1.06
26,42,1-Oct-24,19930.25,1039,-0.19,1039,46.11,-0.07,-9.92,797,-85,-236,15,-0.08,-0.06,-1.74,0.57,29.75,9060,1660,0.32,4.9,5.5,2794,565,-0.56,0.72,19.56,12.99,-0.3,1.47
69,-20,1-Oct-24,19887,1036,-0.04,1036,69.59,0.01,-4.56,-341,163,-86,39,-0.04,-0.03,10.94,0.63,39.67,8263,1745,0.35,5.5,4.7,3030,550,-0.59,-0.7,20.06,15.15,0.21,2.02
68,1,1-Oct-24,19888.25,1033,0.03,1033,78.95,0.07,9.33,-1187,-30,228,11,-0.02,0,-1.36,0.66,44.23,8604,1582,0.37,6.1,5.4,3116,511,0.32,-0.63,20.29,16.12,0.48,2.31
46,24,1-Oct-24,19910.75,1030,0.03,1030,64.72,0.04,-2.19,-6,40,2,13,-0.02,-0.04,-15.13,0.66,34.9,9791,1612,0.34,5.8,6.1,2888,500,-0.15,-0.16,19.82,14.13,0.06,1.9
26,44,1-Oct-24,19930.75,1027,0.09,1027,68.78,0.12,8.34,714,-54,225,-23,0.01,-0.03,-5,0.7,37.09,9797,1572,0.34,5.9,6.2,2886,487,0.71,0.64,19.93,14.6,0.23,2.06
-20,89,1-Oct-24,19976.25,1024,0.12,1024,61.3,0.07,-13.3,693,-8,-192,33,0.04,-0.06,11.73,0.73,28.75,9083,1626,0.32,5.2,5.6,2661,510,-0.76,0.46,19.51,12.76,-0.1,1.68
45,44,1-Oct-24,19931,1021,0.22,1021,76.55,0.11,-3.97,-456,86,277,28,0.12,-0.01,45.33,0.79,42.05,8390,1634,0.36,6,5.1,2853,477,0.24,-0.58,20.18,15.66,0.63,2.39
60,29,1-Oct-24,19916.25,1018,0.31,1018,82.83,0.12,5.16,763,-226,379,65,0.15,0.03,53.85,0.8,46.02,8846,1548,0.37,5.7,5.7,2576,449,0.02,1.15,20.38,16.49,0.95,2.64
29,61,1-Oct-24,19947.5,1015,0.38,1015,81.26,0.14,-11.11,-736,374,-207,67,0.17,0.01,54.78,0.77,40.86,8083,1774,0.36,5.7,4.6,2197,384,-1.86,-1.74,20.12,15.41,0.87,2.45
39,50,1-Oct-24,19937.25,1012,0.46,1012,95.4,0.19,3.23,-1293,-110,81,-101,0.19,0.09,60.41,0.76,51.97,8819,1400,0.39,7.6,6.3,2404,317,2.02,-0.4,20.68,17.7,1.65,3.07
-18,108,1-Oct-24,19994.5,1009,0.46,1009,86.62,0.15,11.16,921,-15,410,30,0.15,0.04,34.42,0.67,48.74,10112,1510,0.34,5.6,6.7,2323,418,0.63,0.67,19.91,14.52,1.17,2.36
-35,141,1-Oct-24,20029.5,1006,0.53,1006,77.35,0.12,-1.32,219,-4,111,71,0.14,0,21.21,0.63,37.58,9191,1525,0.3,4.9,6,1913,388,-0.75,0.16,19.26,11.63,0.77,1.78
10,109,1-Oct-24,20019.25,1003,0.73,1003,81.58,0.21,27.03,4241,-135,643,3,0.18,0.02,39.58,0.63,38.9,8972,1529,0.3,5.7,5.9,1802,317,1.99,3.03,19.32,11.9,1.01,1.89
-9,122,1-Oct-24,20038.5,1000,0.74,1000,79.3,0.12,-10.09,-3733,214,-268,57,0.21,0,57.7,0.61,11.87,4731,1664,0.22,3.7,2.8,1159,314,-1.86,-3,19.06,10.7,0.94,1.68
18,104,1-Oct-24,20020.25,957,0.73,957,90.89,0.15,-2.52,-150,-55,-33,7,0.27,0.04,80.97,0.61,21.96,8464,1450,0.25,5.6,5.8,1427,257,-0.29,0.12,19.42,12.36,1.47,2.08
16,107,1-Oct-24,20022.75,954,0.66,954,99.02,0.14,-3.57,-591,193,-105,29,0.29,0.08,90.84,0.57,24.48,8614,1505,0.25,5.8,5.7,1460,250,-1.24,-1.3,19.51,12.76,1.75,2.22
8,114,1-Oct-24,20030.5,951,0.57,951,107.47,0.14,6.62,425,11,176,17,0.28,0.1,95.95,0.49,28.05,9205,1312,0.25,7.1,7,1565,221,0.27,0.27,19.49,12.67,1.91,2.26
-8,109,1-Oct-24,20046.25,948,0.45,948,108.25,0.11,5.82,540,-149,411,111,0.24,0.09,94.04,0.39,21.43,8780,1301,0.22,6.8,6.7,1389,204,-3.71,1.07,19.09,10.84,1.58,1.79
-55,164,1-Oct-24,20101.25,945,0.33,945,105.56,0.08,-2.48,-321,168,-73,9,0.22,0.09,91.78,0.3,15.61,8240,1450,0.2,10.5,5.7,978,93,-1.99,-1,18.65,8.74,1.39,1.51
9,98,1-Oct-24,20092.75,942,0.22,942,117.98,0.07,3.82,800,-32,280,1,0.19,0.11,91.77,0.21,18.09,8561,1282,0.19,12.5,6.7,1051,84,3.22,0.77,18.65,8.74,1.5,1.54
2,80,1-Oct-24,20099.25,940,0.09,940,129.99,0.05,39.31,2303,-626,710,56,0.13,0.2,79.91,0.1,14.27,7761,1314,0.18,9.3,5.9,771,83,7.03,3.1,18.49,7.95,1.38,1.35
-90,172,1-Oct-24,20190.75,933,-0.11,933,55,-0.04,-6.54,3084,461,61,18,-0.03,0.03,-12.79,-0.1,-25.04,5458,1940,0.09,2.3,2.8,61,27,,1.2,17.02,100,0.12,-0.01
-55,226,1-Oct-24,20246,930,-0.15,930,6.56,-0.04,3.8,-1978,65,-1166,-907,-0.06,-0.01,-72.98,-0.13,-18.5,2374,1479,0.1,,1.6,0,9,,-1.47,16.88,100,-0.32,-0.44
-25,251,30-Sep-24,20271,1557,-0.14,1557,-11.14,-0.04,-6.87,-219,130,-44,-3,-0.06,-0.03,-83.31,-0.12,-22.3,4352,1414,0.1,1.3,3.1,1166,916,-0.05,-0.48,16.5,-3.64,-0.45,-0.54
32,217,30-Sep-24,20239.25,1554,-0.11,1554,0.6,-0.03,0.77,43,93,8,31,-0.05,-0.01,-78.95,-0.09,-15.43,4571,1284,0.11,1.3,3.6,1210,919,-0.03,-0.24,16.69,-2.46,-0.3,-0.36
33,208,30-Sep-24,20238,1551,-0.1,1551,-8.7,-0.03,-1.54,21,0,5,4,-0.05,-0.02,-84.34,-0.08,-16.2,4528,1191,0.11,1.4,3.8,1202,888,0,0.02,16.67,-2.58,-0.36,-0.39
65,160,30-Sep-24,20206.5,1548,-0.08,1548,-14.27,-0.03,-3.87,-31,30,12,20,-0.04,-0.03,-78.46,-0.06,-14.66,4507,1191,0.11,1.4,3.8,1197,884,-0.02,-0.13,16.71,-2.33,-0.35,-0.36
88,90,30-Sep-24,20183,1545,-0.05,1545,-8.72,-0.02,-3.09,-53,-70,-11,-20,-0.03,-0.02,-62.74,-0.03,-10.79,4538,1161,0.12,1.4,3.9,1185,864,0.02,0.18,16.81,-1.73,-0.29,-0.27
99,79,30-Sep-24,20172,1542,-0.03,1542,-0.87,-0.02,-6.19,-140,-59,-131,-1032,-0.02,-0.02,-36.25,-0.01,-7.7,4591,1231,0.12,1.4,3.7,1196,884,2.75,0.06,16.88,-1.3,-0.22,-0.2
104,68,30-Sep-24,20167.25,1539,0,1539,43.13,-0.01,-1.94,-44,0,-45,1,-0.01,0,-8.4,0.01,-1.51,4731,1290,0.13,-1.4,3.7,1327,1916,-0.04,-0.03,17.05,-0.29,-0.08,-0.04
123,-19,30-Sep-24,20148.25,1536,0.01,1536,58.59,-0.01,-0.77,-69,203,-7,36,0,-0.01,-0.44,0.01,0.43,4775,1290,0.13,-1.4,3.7,1372,1915,0,-0.76,17.12,0.12,-0.02,0.01
115,8,30-Sep-24,20156.25,1533,0.02,1533,63.75,0,0,16,14,28,49,0,0,6.05,0.02,1.2,4844,1087,0.14,-1.4,4.5,1379,1879,0.04,-0.04,17.1,0,0.01,0.03
117,6,30-Sep-24,20154,1530,0.03,1530,59.02,0.01,-1.55,10,0,1,0,0,0,4.58,0.02,1.2,4828,1073,0.14,-1.4,4.5,1351,1830,0.05,0.01,17.12,0.12,0.02,0.03
85,6,30-Sep-24,20154.25,1527,0.03,1527,60.67,-0.01,-0.77,-34,0,-9,0,0.01,0,15.6,0.02,2.75,4818,1073,0.14,-1.4,4.5,1350,1830,-0.06,-0.03,17.15,0.29,0.07,0.08
91,-1,30-Sep-24,20147,1524,0.04,1524,58,0,2.71,9,70,-2,20,0.01,0,21.8,0.02,3.52,4852,1073,0.14,-1.3,4.5,1359,1830,-0.05,-0.31,17.18,0.47,0.1,0.1
56,3,30-Sep-24,20150.25,1521,0.03,1521,46.32,0.01,-1.16,-42,0,-8,2,0.01,0,27.67,0.02,0.81,4843,1003,0.14,-1.3,4.8,1361,1810,-0.03,-0.04,17.11,0.06,0.05,0.04
37,-1,30-Sep-24,20146.25,1518,0.02,1518,47.77,0,-0.39,-13,0,-10,0,0.01,0,43.56,0.02,1.97,4885,1003,0.14,-1.3,4.9,1369,1808,-0.02,-0.01,17.14,0.23,0.1,0.07
32,-6,30-Sep-24,20140,1515,0.01,1515,47.99,0,-1.55,-106,-162,8,-9,0.01,0.01,53.78,0.02,2.36,4898,1003,0.14,-1.3,4.9,1379,1808,-0.01,0.58,17.15,0.29,0.11,0.09
37,-9,30-Sep-24,20130.75,1512,-0.02,1512,53.73,0,1.94,-21,72,-3,5,0,0.01,56.91,0.01,3.91,5004,1165,0.14,-1.3,4.3,1371,1817,-0.03,-0.3,17.2,0.58,0.14,0.13
7,19,30-Sep-24,20149.25,1509,-0.04,1509,48.44,0.01,-0.78,-75,83,-15,-2,0,0,49.26,0,1.97,5025,1093,0.14,-1.3,4.6,1374,1812,-0.02,-0.45,17.14,0.23,0.08,0.09
14,12,30-Sep-24,20142.25,1506,-0.07,1506,51.73,0,4.26,50,25,5,11,-0.01,0.01,37.48,0,2.75,5100,1010,0.14,-1.3,5,1389,1814,-0.01,-0.08,17.18,0.47,0.06,0.11
8,16,30-Sep-24,20146.5,1503,-0.12,1503,42.23,-0.02,-9.9,1083,-180,173,-4,-0.03,0,21.53,-0.01,-1.51,5050,985,0.13,-1.3,5.1,1384,1803,0.2,1.72,17.05,-0.29,-0.09,0.01
5,19,30-Sep-24,20149.5,1500,-0.15,1500,45.27,-0.01,3.02,-816,58,66,1014,-0.04,0.01,10.92,-0.01,8.39,3967,1165,0.15,-1.5,3.4,1211,1807,-2.93,-0.91,17.07,-0.18,-0.1,0.03
-9,29,30-Sep-24,20159.25,1457,-0.16,1457,39.86,-0.03,4.16,-32,0,-5,0,-0.04,-0.01,-22.3,-0.02,5.37,4783,1107,0.14,1.4,4.3,1145,793,-0.01,-0.03,16.99,-0.65,-0.2,-0.04
0,28,30-Sep-24,20159,1454,-0.15,1454,30,-0.06,-3.4,17,0,1,0,-0.05,-0.01,-42.29,-0.01,1.21,4815,1107,0.13,1.5,4.3,1150,793,0,0.02,16.88,-1.3,-0.31,-0.15
-3,32,30-Sep-24,20162.25,1451,-0.1,1451,37.89,-0.04,-0.76,15,0,3,0,-0.04,-0.01,-49,0,4.61,4798,1107,0.14,1.4,4.3,1149,793,0,0.01,16.97,-0.77,-0.23,-0.05
-2,33,30-Sep-24,20163.75,1448,-0.05,1448,39.89,-0.03,-1.13,-235,-32,-133,-1010,-0.04,-0.02,-62.07,0.01,5.37,4783,1107,0.14,1.4,4.3,1146,793,2.85,-0.09,16.99,-0.65,-0.21,-0.03
8,26,30-Sep-24,20156.25,1445,0,1445,42.69,-0.02,4.91,213,80,181,1009,-0.04,-0.01,-69.05,0.03,6.5,5018,1139,0.14,-1.4,4.4,1279,1803,-2.79,-0.13,17.02,-0.47,-0.17,0.01
5,17,30-Sep-24,20159.25,1442,0.04,1442,30.87,-0.02,-0.37,-25,4,1,1,-0.04,-0.03,-68.72,0.04,1.59,4805,1059,0.13,1.4,4.5,1098,794,0,-0.04,16.89,-1.24,-0.29,-0.11
16,6,30-Sep-24,20148.25,1439,0.08,1439,30.87,0,-6.43,-218,-14,-182,-938,-0.01,-0.04,-48.39,0.07,1.96,4830,1055,0.14,1.4,4.6,1097,793,2.78,-0.14,16.89,-1.24,-0.26,-0.1
36,-19,30-Sep-24,20127.5,1436,0.13,1436,46.01,0.01,-10.97,-394,9,-92,41,0.02,-0.03,-12.16,0.11,8.39,5048,1069,0.15,-1.4,4.7,1279,1731,-0.15,-0.41,17.07,-0.18,-0.1,0.08
75,-39,30-Sep-24,20088.5,1433,0.16,1433,73.22,0.03,-1.51,84,0,43,0,0.05,0,29.59,0.14,19.36,5442,1060,0.16,-1.2,5.1,1371,1690,0.07,0.08,17.36,1.5,0.2,0.38
71,5,30-Sep-24,20093,1430,0.16,1430,78.9,0.04,-11.35,-503,118,-105,269,0.07,0,58.52,0.14,20.87,5358,1060,0.17,-1.3,5.1,1328,1690,-2.28,-1.17,17.4,1.72,0.27,0.43
103,-28,30-Sep-24,20061,1427,0.15,1427,111.34,0.04,-1.01,34,-132,-8,-7,0.08,0.04,81.75,0.14,32.22,5861,942,0.19,1,6.2,1433,1421,0,0.79,17.7,3.39,0.6,0.75
92,11,30-Sep-24,20072,1424,0.08,1424,123.37,0.01,4.6,287,-42,95,-17,0.07,0.04,81.92,0.1,33.23,5827,1074,0.18,1,5.4,1441,1428,2.11,0.47,17.66,3.17,0.61,0.73
63,40,30-Sep-24,20100.5,1421,0.04,1421,123.4,0,3.74,253,-19,63,-44,0.04,0.03,76.62,0.06,28.63,5540,1116,0.17,-1.1,5,1346,1445,0.13,0.3,17.47,2.12,0.47,0.56
29,70,30-Sep-24,20130.75,1418,0,1418,114.27,-0.01,9.69,249,-133,60,-120,0.02,0.03,77.33,0.03,24.89,5287,1135,0.16,-1.2,4.7,1283,1489,0.14,0.69,17.3,1.16,0.33,0.4
